0.0,1.92,-1.863
0.0,0.0,0.0906
0.0,0.0,0.0906
0.0,-0.96,1.030066667
0.0,-5.76,5.837533333
0.0,0.0,0.0906
0.0,0.0,0.0906
0.0,0.96,-0.85065
1.13248512,5.76,-6.51113512
3.016735616,0.0,-1.543018949
4.823979947,0.0,-3.835796614
6.329861639,0.0,-3.888561639
7.06663104,-0.96,-5.68503104
7.42742784,-5.76,-1.45017784
7.420178035,0.0,-6.966578035
7.077290784,0.0,-6.587390784
5.99361984,0.0,-5.901153173
4.036273408,0.0,-3.947540075
1.462618829,5.76,-7.132018829
0.0,0.96,-0.48525
0.0,0.0,0.48255
0.0,0.0,1.051866667
0.0,0.0,1.296316667
0.0,0.0,0.200733333
